Japanese|Romaji|Russian|Utility|Type
お七夜|oshichiya|праздник седьмого дня; церемония наречения (младенца)|10|
押し付ける|oshitsukeru|прижимать  к чему  л.; навязывать; сваливать  на кого  л.(работу; ответственность и т.п.)|10|
押し潰す|oshitsubusu|раздавить; сплющить; перен. задавить; сокрушить|10|
押し詰まる|oshitsumaru|приближаться к концу (об уходящем годе); надвигаться (о крайнем сроке); становиться критической (о ситуации)|10|
押し詰める|oshitsumeru|запихивать; втискивать; набивать; загнать  кого  л. в угол; резюмировать; подытожить; изложить в двух словах|10|
押して|oshite|насильно; назойливо; несмотря  на что  л.|10|
押し通す|oshitoosu|настойчиво продолжать; доводить  что  л. до конца; упорно придерживаться  чего  л.; упрямо утверждать  что  л.|10|
押し通る|oshitooru|пробиваться; прокладывать путь|10|
押し止める|oshitomeru;oshitodomeru|останавливать (силой), задерживать; не пускать|10|
押し流す|oshinagasu|смывать; уносить (водой и т.п.)|10|
押し並べて|oshinabete|в общем; в целом; вообще|10|
押し退ける|oshinokeru|расталкивать|10|
お忍び で|oshinobi de|тайно; инкогнито|10|
押し葉|oshiba|засушенные растения (листья; цветы); гербарий|10|
推し量る|oshihakaru|предполагать; делать допущения; строить догадки|10|
押し開く|oshihiraku|распахивать (окно; дверь и т.п.)|10|
押し広げる|oshihirogeru|расширять  [силой]; разворачивать; расстилать|10|
押し広める|oshihiromeru|распространять; расширять|10|
押シボタン|oshibotan|[нажимная]  кнопка; кнопочный контакт; в сочетаниях  кнопочный|10|
お絞り|oshibori|мокрое полотенце (подается к столу)|10|
惜しむ|oshimu|жалеть; сожалеть; дорожить; ценить; скупиться; не хотеть делать  что  л.|10|
御湿|oshime|пеленки|10|
お湿り|oshimeri|дождик; морось|10|
押し戻す|oshimodosu|отталкивать назад; отвергать; отклонять|10|
押し問答|oshimondou|препирательства; затянувшийся спор; |10|
押し問答 する|oshimondou suru|препираться|10|
お酌|oshaku|наливание сакэ; молодая гейша|10|
押し破る|oshiyaburu|взломать (дверь и т.п.), вломиться сквозь  что  л.|10|
お邪魔します|ojamashimasu|выраж. простите за беспокойство|10|
和尚|oshou;kashou;wajou|будд. старший монах; настоятель храма (искаж. санскр. upādhyāya; букв. )|10|
お嬢さん|ojousan|девушка; барышня; ваша (его) дочь|10|
お相伴|oshouban|участие|10|
汚職|oshoku|коррупция; продажность; |10|
汚職 お する|oshoku o suru|быть коррумпированным|10|
汚辱|ojoku|кн. позор; бесчестие; поругание|10|
押し寄せる|oshiyoseru|устремиться; нахлынуть; подступить; отодвинуть; подвинуть|10|
オシリス|oshirisu|>>   егип. миф. осирис|10|
怖じる|ojiru|бояться; страшиться|10|
白粉|oshiroi|пудра; белила|10|
オシログラフ|oshirogurafu|осциллограф (англ. oscillograph)|10|
オシロスコウプ|oshirosukoupu|осциллоскоп (англ. oscilloscope)|10|
押し分ける|oshiwakeru|расталкивать; раздвигать|10|
悪心|oshin|тошнота; позыв к рвоте  100767_|10|
お新香|oshinko|маринады; маринованные овощи|10|
圧す|osu|давить; жать; сжимать|10|
推す|osu|заключать; делать выводы; представлять себе; судить  о чем  л.; предполагать; гадать; рекомендовать; выдвигать  кого  л.|10|
汚水|osui|грязная (сточная) вода; помои|10|
雄犬|osuinu|кобель|10|
怖々|ozuozu;ojioji;kowagowa|робко; боязливо|10|
オストラシズム|osutorashizumu|остракизм; изгнание (в древней греции; англ. ostracism)|10|
オストリッチ|osutoritchi|страус; сокр. страусовая кожа|10|
オストリッチポリシイ|osutoritchiporishii|страусиная политика (основанная на самообмане; англ. ostrich policy)|10|
オスミウム|osumiumu|хим. осмий; = Os|10|
お墨付き|osumitsuki|ист. бумага за подписью сегуна  или  дайме; обр. автограф; обр. официальное разрешение; |10|
オセアニア|oseania|>> океания (англ. Oceania)|10|
お歳暮|oseibo|подарок по случаю конца года|10|
お世辞|oseji|комплимент; лесть|10|
お節|osechi|новогоднее кушанье|10|
オセチア|osechia|>> осетия; |10|
オセチア の|osechia no|осетинский|10|
御節(料理)|osechiryouri|японское новогоднее кушанье (по традиции готовится заранее для первых трех дней нового года)|10|
お節介|osekkai|непрошенное вмешательство; назойливость; назойливый (всюду сующий нос) человек; |10|
お節介 お する|osekkai o suru|вмешиваться; соваться не в свое дело; |10|
お節介 な|osekkai na|назойливый; сующийся не в свое дело|10|
オセロ|osero|>> отелло (трагедия шекспира и ее персонаж)|10|
汚染|osen|кн. загрязнение; |10|
汚染 する|osen suru|загрязнять|10|
汚染菌|osenkin|микробиологический загрязнитель|10|
汚染源|osengen|источник загрязнения|10|
汚染除去|osenjokyo|очистка; удаление загрязнений|10|
晩い|osoi|поздний; поздно|10|
襲い掛かる|osoikakaru|налететь; наскочить; наброситься; напасть|10|
襲う|osou|нападать; атаковать; перен. нагрянуть; наследовать|10|
遅くとも|osokutomo|самое позднее|10|
遅咲き の|osozaki no|позднецветущий|10|
お供え|osonae|приношение (божеству)|10|
遅なわる|osonawaru|опаздывать; запаздывать|10|
お粗末様 でした|osomatsusama desita|извините за скромное угощение; не стоит благодарности|10|
恐る恐る|osoruosoru|с трепетом; боязливо; робко|10|
恐るべき|osorubeki|страшный|10|
虞|osore|опасение; опасность; угроза  чего  л.|10|
惧れ|osore|опасение; боязнь|10|
恐れ入る|osoreiru|чувствовать себя неловко; быть сконфуженным; быть глубоко тронутым (признательным; благодарным); быть потрясенным (изумленным; ошеломленным); уступать; терпеть поражение; признавать свою вину|10|
恐れ戦く|osoreononoku|дрожать от страха; трепетать|10|
畏れる|osoreru|бояться|10|
惧れる|osoreru|бояться|10|
教わる|osowaru|учиться; обучаться|10|
汚損|oson|пятно; загрязнение; |10|
汚損 する|oson suru|пачкать [ся], загрязнять [ся]|10|
オゾン|ozon|хим. озон|10|
オゾンホウル|ozonhouru|озоновая дыра (англ. ozone hole)|10|
お大事に(なさい)|odaijininasai|выраж. берегите себя!|10|
お互い様 です|otagaisama desu|я тоже; вы тоже|10|
お宅|otaku|вежл. ваш дом; слэнг  страстно увлеченный человек; фанат|10|
お宅 の|otaku no|вежл. ваш|10|
汚濁|odaku|кн.[моральное]  разложение|10|
雄叫び|otakebi;osakebi|кн. воинственный клич; [звериный]  рык|10|
お尋ね者|otazunemono|сущ. разыскиваемый полицией; уклоняющийся от правосудия|10|
織田信長|odanobunaga|>> ода нобунага (полководец и государственный деятель; 1534-1582)|10|
オタワ|otawa|>> оттава (столица канады; англ. Ottawa)|10|
お誕生日おめでとうございます|otanjoubiomedetougozaimasu|с днем рождения!|10|
落ち|ochi|пропуск (в тексте); конец; развязка; соль (шутки)|10|
落ち合う|ochiau|встречаться; сходиться; сливаться|10|
陥る|ochiiru|впадать (в какое  л. состояние)  попадать (в какое  л. положение); пасть (о крепости); оседать; впадать|10|
遠近 に|ochikochi ni|вдали и вблизи; там и сям; |10|
遠近 から|ochikochi kara|отовсюду  i01376 107619_|10|
落ち込む|ochikomu|падать  во что  л.; вваливаться; западать (о щеках; глазах); оседать (о фундаменте и т.п.); падать (о ценах; продажах и т.п.); быть подавленным (расстроенным); попадать (кому  л. в руки), доставаться|10|
落ち着き|ochitsuki|спокойствие; самообладание; присутствие духа; хладнокровие; гармония; [удачное]  сочетание  чего  л.|10|
落ち着き の ある|ochitsuki no aru|спокойный; хладнокровный; владеющий собой; |10|
落ち着き の ない|ochitsuki no nai|нервный; неспокойный|10|
落ち着き払う|ochitsukiharau|сохранять невозмутимость (хладнокровие), полностью владеть собой|10|
落ち着ける|ochitsukeru|успокоить (нервы и т.п.)|10|
落ち度|ochido|ошибка; промах; упущение; вина; |10|
落ち度 の ない|ochido no nai|безупречный; безошибочный; невиновный; невинный; |10|
落ち度 に する|ochido ni suru|сваливать вину  на кого  л.|10|
落ち延びる|ochinobiru|уст. спастись бегством; убежать|10|
落ち葉|ochiba|падающие (опавшие) листья; листопад   172390_|10|
落ち穂|ochibo|упавшие колосья|10|
落ち穂拾い|ochibohiroi|подбор упавших колосьев (после жатвы)|10|
御茶|ocha|разг.[зеленый]  чай; чаепитие|10|
お茶二杯|ochanihai|две чашки чая|10|
(お)茶漬|ochaduke|кул. тядзукэ (вареный рис; залитый чаем; бульоном или горячей водой); перен. простое блюдо|10|
堕ちる|ochiru|пасть; низвергнуться|10|
墜ちる|ochiru|упасть|10|
乙|otsu|й; |10|
お使い立て|otsukaidate|=84 связ.[прошу извинить]  за беспокойство|10|
お遣い物|otsukaimono|подарок; подношение; |10|
お遣い物 お する|otsukaimono o suru|делать подарок; |10|
お遣い物 に する|otsukaimono ni suru|выбрать  что  л. в качестве подарка|10|
追'掛け|okkake|вот  вот; скоро; с минуты на минуту; сразу после  чего  л.; погоня; сцена погони (в кино и т.п.); слэнг  преданный фанат  [следующий за кумиром]|10|
オッカム|okkamu|>>  [уильям]  оккам (английский философ; 1285-1347  гг.)|10|
お疲れ様 でした|otsukaresama desita|спасибо за помощь|10|
お付き|otsuki|сопровождающее (обслуживающее) лицо; слуга; горничная|10|
御月様|otsukisama|луна; месяц (особ. в женской и детской речи)|10|
オックステエル|okkusuteeru|кул. бычий хвост (для супа; англ. oxtail)|10|
オックスフォウド|okkusufoudo|>> оксфорд (город в англии; англ. Oxford)|10|
オックスブリッジ|okkusuburijji|оксбридж (оксфордский и кембриджский университеты)|10|
お作り|otsukuri|косметика; грим; сасими (блюдо из рыбы)|10|
乙種|otsushu|й сорт (разряд); |10|
乙種 の|otsushu no|второразрядный|10|
乙巡|otsujun|уст. мор. крейсер второго класса|10|
押忍|ossu;osu|здравствуй!(приветствие; используемое между близкими друзьями  мужчинами)|10|
追'付け|ottsuke|разг. скоро; вскоре; с минуты на минуту|10|
追って|otte|после; погодя; впоследствии|10|
追'手|otte|преследователь; преследователи; погоня|10|
乙な|otsuna|редкостный; странный; изысканный; превосходный|10|
お撮み|otsumami|закуска|10|
お積もり|otsumori|разг. последняя (рюмка и т.п.)|10|
乙夜|otsuya;itsuya|время с 9  до 11  часов вечера|10|
お手上げ だ|oteage da|сдаюсь!; все кончено!|10|
汚泥|odei|грязь; жижа; отстой сточных вод|10|
お手玉|otedama|мягкий мяч (для жонглирования и т.п.), зашитый мешочек с фасолью  или  другим наполнителем; |10|
お手玉 お する|otedama o suru|играть (жонглировать) мягким мячом|10|
お手伝いさん|otetsudaisan|прислуга; домашняя работница|10|
お手前|otemae|способ сервировки чая (на чайной церемонии); умение; мастерство; уст. ты (обращение самурая к равному)|10|
お点前|otemae|способ сервировки чая (на чайной церемонии)|10|
お手許|otemoto|палочки для еды и тарелочки для накладывания|10|
お手盛り|otemori|устраивание дел ради собственной выгоды; |10|
お手盛り の|otemori no|корыстно мотивированный; устроенный для себя|10|
汚点|oten|прям. и перен. пятно; |10|
汚点 の ない|oten no nai|без единого пятна; незапятнанный; безупречный|10|
御田|oden|одэн; японская похлебка|10|
御天道様|otentousama|прост. солнце; солнышко; бог; провидение; небо|10|
お転婆|otenba|прост. развязная девица; оторва; |10|
お転婆 な|otenba na|развязная|10|
乙|oto|арх. младший брат; младшая сестра|10|
弟|oto|арх. младший брат; младшая сестра|10|
弟御|otoutogo|вежл. ваш младший брат|10|
弟弟子|otoutodeshi|младший товарищ по ученичеству (позднее поступивший в ученики к тому же учителю)|10|
弟分|otoutobun|названый (!5)  [младший]  брат|10|
弟嫁|otoutoyome;otoyome|жена младшего брата|10|
お通し|otooshi|холодная закуска|10|
弟小父|otoOji|младший брат отца  или  матери; дядя|10|
嚇かす|odokasu|запугивать; грозить; пугать|10|
弟切草|otogirisou|бот. зверобой прямой; = Hypericum erectum|10|
戯[け]|odoke|разг.; шутка; юмор; шутовство; клоунада|10|
戯絵|odokee;zaree|шутливый рисунок; шарж; карикатура|10|
戯け口|odokeguchi|шутка; острота|10|
戯け芝居|odokeshibai|комедия; фарс|10|
戯けた|odoketa|прост. дураковатый; клоунский|10|
戯け話|odokebanashi|смешная история|10|
戯け者|odokemono|разг. шутник; клоун; фигляр  142763_|10|
戯ける|odokeru|прост. дурачиться|10|
乙子|otogo|арх. самый младший ребенок|10|
男親|otokoOya|родитель; отец|10|
男気|otokogi|благородный дух; рыцарство; |10|
男気 の ある|otokogi no aru|благородный; рыцарский|10|
男っぽい|otokoppoi|мужеподобный|10|
男泣きに泣く|otokonakininaku|плакать _ как не подобает мужчине|10|
男風呂|otokoburo|мужская баня|10|
男便所|otokobenjo|мужской туалет|10|
男前|otokomae|красивая наружность (мужчины); |10|
男前 だ|otokomae da|быть красивым|10|
男持ち の|otokomochi no|мужской; для мужчин|10|
男らしい|otokorashii|мужской; маскулинный; присущий мужчине|10|
音沙汰|otosata|[отсутствующие]  известия  о ком  л.; |10|
音沙汰 が ない|otosata ga nai|,*=16 ни слуху ни духу|10|
落とし|otoshi|лист для золы в жаровне; зольник; западня; ловушка; спускной настил; скат (для бревен); соль (шутки)|10|
威し|odoshi|угроза; запугивание|10|
落とし穴|otoshiana|западня; ловушка; волчья яма|10|
陥れる|otoshiireru|поймать  [в ловушку]; заманить; соблазнить  чем  л.; довести  кого  л.  (до беды и т.п.); захватывать (крепость)|10|
落とし子|otoshigo|внебрачный ребенок|10|
(御)年玉|otoshidama|новогодний подарок; *=53 дарить к новому году|10|
脅し付ける|odoshitsukeru|угрожать; запугивать|10|
脅し取る|odoshitoru|отнять  что  л. при помощи угроз|10|
落とし物|otoshimono|потерянная (оброненная) вещь; |10|
落とし物 お する|otoshimono o suru|потерять  что  л.|10|
脅し文句|odoshimonku|угрожающие речи; угрозы|10|
威す|odosu|угрожать; пугать|10|
訪れる|otozureru|навещать; посещать; приходить; наступать|10|
大人気ない|otonagenai|ребяческий; незрелый; недостойный взрослого|10|
大人びる|otonabiru|выглядеть (разговаривать; вести себя) как взрослый; рано развиться|10|
大人振る|otonaburu|строить из себя взрослого|10|
音に聞えた|otonikikoeta|знаменитый; известный|10|
乙姫|otohime|младшая принцесса; миф. принцесса из дворца морского дракона|10|
弟姫|otohime|младшая принцесса; миф. принцесса из дворца морского дракона|10|
弟息子|otomusuko|арх. младший сын; младшие сыновья|10|
弟娘|otomusume|арх. младшая дочь; младшие дочери|10|
乙女|otome|дева; девица; девушка|10|
オドメエタア|odomeetaa|авт. одометр; счетчик пробега|10|
乙女心|otomegokoro|девичье сердце; девичьи чувства|10|
乙女座|otomeza|астр. дева (созвездие),= Virgo|10|
お供する|otomosuru|сопровождать|10|
躍り上がる|odoriagaru|подпрыгивать; вскакивать (на ноги; на возвышение и т.п.)|10|
躍り掛かる|odorikakaru|напрыгнуть  на кого  л.|10|
踊り狂う|odorikuruu|танцевать в экстазе; доводить себя пляской до исступления|10|
踊り子|odoriko|танцовщица|10|
踊り子草|odorikosou|глухая крапива; яснотка белая; = Lamium album|10|
躍り込む|odorikomu|вскочить  куда  л., ворваться  куда  л.|10|
踊り字|odoriji|знак повторения (иероглифа; знака каны)|10|
踊り手|odorite|танцор; танцовщица|10|
踊り場|odoriba|танцевальный зал; танцпол; танцплощадка; лестничная площадка|10|
踊り屋台|odoriyatai|передвижная платформа для праздничных танцев|10|
劣る|otoru|быть хуже (ниже), уступать|10|
躍る|odoru|прыгать; скакать|10|
衰え果てる|otoroehateru|быть в крайнем упадке; вконец зачахнуть|10|
衰える|otoroeru|слабеть; хиреть; чахнуть; приходить в упадок|10|
驚かす|odorokasu|изумлять; поражать; пугать|10|
驚き|odoroki|изумление; испуг|10|
驚き入る|odorokiiru|изумиться; быть в потрясении; восхититься|10|
驚く可き|odorokubeki|достойный удивления; поразительный; феноменальный|10|
音を立てる|otowotateru|издавать звуки|10|
オナア|onaa|гольф  право первого удара по мячу (тж. человек; обладающий этим правом; от англ. honour)|10|
同い年 で ある|onaidoshi de aru|быть того же возраста; |10|
同い年 の|onaidoshi no|того же возраста|10|
お中|onaka|разг. живот; желудок|10|
尾長|onaga|голубая сорока; = Cyanopica cyana|10|
お腹が空いた|onakagasuita|разг.[я]  голодный (хочу есть)|10|
尾長猿|onagazaru|мартышка; зоол. мартышковые; = Cercopithecidae|10|
お流れ|onagare|отмена; |10|
お流れ に する|onagare ni suru|отменять; |10|
お流れ に なる|onagare ni naru|отменяться|10|
同じく|onajiku|одинаково; точно так же|10|
オナニイ|onanii|онанизм; мастурбация (нем. Onanie)|10|
お鍋|onabe|уст. кухарка|10|
巻耳|onamomi|бот. дурнушник обыкновенный (зобовидный),= Xanthium strumarium|10|
鬼|oni|черт; демон|10|
(鬼)虎魚|oniokoze|ихт. бородавчатка (скорпена) японская; = Inimicus japonicus|10|
オニオン|onion|[репчатый]  лук (англ. onion)|10|
オニキス|onikisu|мин. оникс|10|
お握り|onigiri|рисовый колобок|10|
鬼ごっこ|onigokko|пятнашки; жмурки|10|
鬼田平子|onitabirako|бот. юнгия японская; = Youngia japonica|10|
鬼婆|onibaba|ведьма|10|
鬼火|onibi|блуждающие (болотные; бесовские) огни|10|
オン'ユアマアク|on'yuamaaku|спорт.  (англ. On your mark [s]!)|10|
御庭番(衆)|oniwabanshuu|ист. онивабан (букв.    — группа тайных агентов при сегуне токугава есимунэ; XVIII в.)|10|
尾根|one|гребень (горы)|10|
オン'エア|on'ea|радио; тв  в  [прямом]  эфире (англ. on air); |10|
オン'エア する|on'ea suru|выходить в эфир|10|
お寝小|oneshou|ночное недержание мочи (в детской и женской речи)|10|
悪熱|onetsu|лихорадка _ следующая за ознобом|10|
オネトウム|onetoumu|уважаемое лицо (фр. honnête homme)|10|
各|onoono|каждый; все|10|
自ずから|onozukara|само собой; спонтанно|10|
オノニス|ononisu|бот. стальник колючий; = Ononis spinosa|10|
戦く|ononoku|содрогаться; трепетать|10|
慄く|ononoku|содрогаться; трепетать|10|
オン'オフ|on'ofu|включение  выключение (англ. on  off); |10|
オン'オフ する|on'ofu suru|включать и выключать|10|
お上りさん|onoborisan|приезжий из провинции|10|
オノマトペア|onomatopea|ономатопея; звукоподражание (англ. onomatopoeia)|10|
オノマトペエ|onomatopee|ономатопея (фр. onomatopée)|10|
己|onore|сам; грубо  ты|10|
己 の|onore no|свой собственный|10|
叔母|oba;shukubo|тетка; тетя (моложе соответствующего родителя)|10|
伯母|oba;hakubo|тетка; тетя (старше соответствующего родителя)|10|
お婆ちゃん|obaachan|дет. бабушка; бабуля|10|
オパアル|opaaru|мин. опал (англ. opal)|10|
オハイオ州|ohaioshuu|>>  [штат]  огайо|10|
御歯黒|ohaguro|чернение зубов (старинный обычай в японии и других азиатских странах); краситель для чернения зубов  413001_|10|
お化け|obake|оборотень; см.|10|
お化け屋敷|obakeyashiki|дом с привидениями|10|
十八番|ohako|конек; любимая тема; любимый фокус  131684_|10|
叔母さん|obasan|тетя (уважительное либо задушевное обращение)|10|
小母さん|obasan|(детское обращение)|10|
伯母さん|obasan|тетя (уважительное либо задушевное обращение)|10|
お弾き|ohajiki|игра в камушки|10|
欄|obashima|перила|10|
お鉢|ohachi|кадушка для вареного риса; чья  л. очередь|10|
雄蜂|obachi|трутень|10|
尾花|obana|бот. колос мисканта|10|
お話し中 です|ohanashichuu desu|(о телефоне)|10|
お婆はる|obaharu|слэнг  качать права|10|
お針|ohari|шитье; швея; белошвейка|10|
帯|obi|пояс (японский; широкий)|10|
脅える|obieru|пугаться|10|
帯革|obikawa|ремень; портупея; патронташ|10|
誘き入れる|obikiireru|заманивать; вовлекать|10|
誘き金|obikigane|блесна|10|
誘き出す|obikidasu|выманивать; приманивать|10|
誘き針|obikibari|крючок блесны|10|
誘き寄せる|obikiyoseru|приманивать; завлекать|10|
誘く|obiku|завлекать; увлекать; сманивать; заманивать; соблазнять|10|
御日様|ohisama|солнышко (особ. в женской и детской речи)|10|
お浸し|ohitashi|вареная зелень в соевом соусе или уксусе|10|
雄羊|ohitsuji|баран|10|
オピニオン|opinion|мнение (англ. opinion)|10|
オピニオンリイダア|opinionriidaa|социол. неформальный лидер; авторитет; лидер опросов (англ. opinion leader)|10|
お捻り|ohineri|денежное подношение в конверте|10|
脅かす|obiyakasu|грозить; угрожать|10|
お開き|ohiraki|разг. окончание (вечера и т.п.); |10|
お開き に する|ohiraki ni suru|закончить; |10|
お開き に なる|ohiraki ni naru|закончиться|10|
帯びる|obiru|носить (меч и т.п.); быть облеченным (властью и т.п.); носить; иметь (оттенок; привкус)|10|
お拾い で|ohiroi de|пешком (о 2- м и 3- м лице)|10|
御披露目|ohirome|оповещение (о помолвке и т.п.); дебют (особ. гейши); приветствие по случаю дебюта|10|
オフ|ofu|выкл (положение выключателя; англ. off); мертвый сезон (сокр. англ. off  season); выходной (сокр. англ. day off); в сочетаниях катаканы  off (английский предлог)|10|
オフ に する|ofu ni suru|выключить|10|
オブ|obu|в сочетаниях катаканы  of (английский предлог)|10|
オファア|ofaa|ком. предложение (англ. offer); |10|
オファア する|ofaa suru|делать  [деловое]  предложение|10|
オプアアト|opuaato|оп  арт; оптическое искусство (искусство зрительных иллюзий; англ. op art)|10|
オフィサア|ofisaa|воен. офицер (англ. officer)|10|
オフィシャル な|ofisharu na|официальный (англ. official)|10|
オフィシャルハンデ|ofisharuhande|гольф  официальный гандикап (сокр. англ. official handicap)|10|
オフィシャルレコウド|ofisharurekoudo|официальная запись (англ. official record)|10|
オフィス|ofisu|офис; контора; канцелярия; |10|
オフィス の|ofisu no|офисный|10|
オフィスオウトメエション|ofisuoutomeeshon|автоматизация офиса (англ. office automation)|10|
オフィスガアル|ofisugaaru|сотрудница офиса  [для мелких поручений](англ. office girl)|10|
オフィスコmピュウタア|ofisukonpyuutaa|офисный компьютер (англ. office computer)|10|
オフィスラブ|ofisurabu|служебный роман (англ. office    love)|10|
オフィスレヂイ|ofisuredii|офис  леди; секретарша; OL (англ. office lady)|10|
オフィスワイフ|ofisuwaifu|(о секретарше; англ. office    wife)|10|
オフェンス|ofensu|спорт. нападение; атака (англ. offense)|10|
お袋|ofukuro|[моя]  матушка (в старину почтительно; ныне просторечно)|10|
オブザアバア|obuzaabaa|слушатель (на конференции; симпозиуме и т.п.; англ. observer)|10|
オフサイド|ofusaido|спорт. офсайд; вне игры (англ. offside)|10|
負ぶさる|obusaru|сидеть у  кого  л. на спине; перен. сидеть на шее|10|
オフザレコウド|ofuzarekoudo|(англ. off the record)|10|
オフシイズン|ofushiizun|мертвый сезон; несезонное время (англ. off  season)|10|
オブジェ|obuje|предмет искусства (особ. декоративно  прикладного), арт  объект (фр. objet  [d'art])|10|
オブジェクション|obujekushon|возражение (англ. objection)|10|
オブジェクト|obujekuto|объект (англ. object); грам. дополнение|10|
オブジェクトオリエンテッド|obujekutoorienteddo|(англ. object  oriented)|10|
オブジェクト指向 の|obujekutoshikou no|прогр. объектно  ориентированный|10|
オフショア の|ofushoa no|прибрежный (англ. offshore); офшорный|10|
オフショア|ofushoa|эк. офшор; |10|
オプショナル な|opushonaru na|опциональный; необязательный; дополнительный (англ. optional)|10|
オプショナルツアア|opushonarutsuaa|опциональный тур (услуга турагенства за отдельную плату в дополнение к основному туру; англ. optional tour)|10|
オプション|opushon|опция; вариант (в разных значениях; англ. option)|10|
オブストラクション|obusutorakushon|спорт. помехи; блокировка (англ. obstruction)|10|
オフセット|ofusetto|полигр. офсет; офсетная печать (англ. offset); смещение; сдвиг|10|
オフセット の|ofusetto no|офсетный|10|
お札|ofuda|талисман; амулет|10|
オプチカル な|oputikaru na|оптический (англ. optical)|10|
オプチカルアアト|oputikaruaato|оптическое искусство (англ. optical art)|10|
オプチマイズ する|oputimaizu suru|оптимизировать (англ. optimize)|10|
オプチミスチック な|opuchimisutikku na|оптимистический (англ. optimistic)|10|
オプチミスト|opuchimisuto|оптимист (англ. optimist)|10|
オプチミズム|opuchimizumu|оптимизм (англ. optimism)|10|
汚物|obutsu|отбросы; нечистоты|10|
お筆先|ofudesaki|[письменное]  пророчество|10|
オプトエレクトロニクス|oputoerekutoronikusu|оптоэлектроника (англ. optoelectronics)|10|
オフマイク|ofumaiku|удаленный от микрофона (об нежелательных помехах и т.п.; англ. off  mike)|10|
オブラアト|oburaato|фарм. облатка (нем. Oblate; голл. oblaat)|10|
オフライン|ofurain|комп. офлайн (англ. off  line)|10|
オブリガアト|oburigaato|муз. облигато (итал. obbligato)|10|
オブリゲエション|oburigeeshon|обязательство (англ. obligation)|10|
オフリミット|ofurimitto|(англ. off  limits)|10|
お古う|ofuru|подержанная (поношенная) вещь|10|
オフレコ で|ofureko de|не для протокола; неофициально (сокр. англ. off the record); |10|
オフレコ の|ofureko no|неофициальный; не подлежащий оглашению|10|
オフロウド|ofuroudo|бездорожье; |10|
オフロウド の|ofuroudo no|для бездорожья (англ. off  road)|10|
お風呂に入る|ofuronihairu|принимать ванну|10|
オペ|ope|операция (особ. хирургическая или финансовая)|10|
オペエク な|opeeku na|непрозрачный; матовый (англ. opaque)|10|
オペック|opekku|опек; организация стран  экспортеров нефти (англ. OPEC; Organization of Petroleum Exporting Countries)|10|
オペラ|opera|опера   211620_|10|
オペラグラス|operagurasu|театральный бинокль (англ. opera glass [es])|10|
オペラコミック|operakomikku|комическая опера (фр. opéra  comique)|10|
オペラハウス|operahausu|оперный театр (англ. opera house)|10|
オペランド|operando|комп. операнд (англ. operand)|10|
オベリスク|oberisuku|обелиск (англ. obelisk)|10|
オペレエション|opereeshon|операция (в разных значениях; англ. operation)|10|
オペレエタア|opereetaa|оператор (в разных значениях; англ. operator)|10|
オペレエチングシステム|opereetingushisutemu|комп. операционная система; ос (англ. operating system)|10|
オペレッタ|operetta|оперетта|10|
オホウツク海|ohoutsukukai|>> охотское море|10|
覚え書き|oboegaki|заметка; запись (для памяти); дипл. меморандум; протокол; нота|10|
覚えず|oboezu|невольно|10|
覚しい|oboshii|похожий  на кого  что  л.|10|
思し召す|oboshimesu|вежл. думать|10|
オポチュニスト|opochunisuto|полит. оппортунист (англ. opportunist)|10|
オポチュニズム|opochunizumu|полит. оппортунизм (англ. opportunism)|10|
覚束ない|obotsukanai|сомнительный; ненадежный; малообещающий; неуверенный; слабый; шаткий|10|
オポッサム|opossamu|зоол. опоссум; = Didelphidae|10|
溺らす|oborasu|топить; перен. вовлекать; |10|
溺れ込む|oborekomu|утонуть; пристраститься  к чему  л.|10|
溺れ損なう|oboresokonau|чуть не утонуть|10|
お盆|obon|(праздник поминовения предков; проходящий в середине августа)|10|
オマアル(海老)|omaaruebi|омар|10|
お参り|omairi|посещение храма; паломничество|10|
お前|omae|грубо  ты|10|
お負け|omake|добавление; прибавление; небольшая скидка; преувеличение; приукрашивание|10|
お負け に|omake ni|вдобавок; к тому же|10|
お待ち遠様|omachidoosama|выраж. извините _ что заставил ждать|10|
お祭り騒ぎ|omatsurisawagi|праздничное веселье|10|
オマハ|omaha|>> омаха (город в сша; англ. Omaha)|10|
お守り|omamori|амулет|10|
臣|omi|ист. оми (наследственный аристократический титул в государстве ямато)|10|
御御御付け|omiotsuke|вежл. суп мисо|10|
お神酒|omiki|синт. священное вино (подносимое божеству); слэнг  выпивка; спиртное|10|
オミット する|omitto suru|исключать; отбрасывать; не включать (англ. omit)|10|
女郎花|ominaeshi|бот. патриния; = Patrinia scabiosaefolia|10|
御神渡り|omiwatari|ледяные гребни над трещинами на озере сува (вызванные горячим источником на дне)|10|
お結び|omusubi|вежл. рисовый колобок|10|
オムニバス|omunibasu|омнибус; конный автобус (англ. omnibus); киноальманах; сборник  [короткометражных]  фильмов (англ. omnibus  [film])|10|
オムライス|omuraisu|кул. рис в омлете (жареный рис; завернутый в омлет; англ. ome [lette]    rice)|10|
オムレツ|omuretsu|кул. омлет (англ. omelette)|10|
汚名|omei|кн. запятнанное имя; пятно на репутации|10|
オメガ|omega|омега (последняя буква греческого алфавита)|10|
お粧し|omekashi|наряды и макияж; щегольство|10|
お召し物|omeshimono|возвыш. одежда; платье|10|
お目に掛かる|omenikakaru|вежл. видеть  кого  л., встречаться  с кем  л.|10|
