Japanese|Romaji|Russian|Utility|Type
被さる|kabusaru|покрываться; перекрывать; свисать поверх|7|
被り|kaburi|надеваемый через голову  предмет одежды; защитное покрытие; фото  вуаль|7|
被う|oou|покрывать; заслонять; скрывать|7|
被く|kazuku|книжное:  облачаться; надевать; носить|7|
被ける|kazukeru|взваливать вину  на кого  л.; ссылаться (на болезнь и т.п.)|7|
被|fusuma|[ватное]  одеяло|7|
避ける|sakeru|избегать; уклоняться; сторониться|7|
避ける|yokeru|избегать; сторониться; укрываться|7|
尾|o|хвост|7|
微か|kasuka|еле заметный; слабый; смутный; неясный; скудный; жалкий|7|
微|BI|мельчайшие подробности в идиомах|7|
微々|BIBI|маленький; мелкий; ничтожный; незначительный; несущественный|7|
怖い|kowai|страшный; пугающий|7|
怖い が|kowai ga|бояться  кого  чего  л.|7|
怖がる|kowagaru|бояться|7|
怖がり|kowagari|боязнь; трусость; трус|7|
怖がらす|kowagarasu|пугать; устрашать|7|
怖じる|ojiru|бояться; страшиться|7|
怖じける|ojikeru|бояться; страшиться|7|
怖れる|osoreru|бояться; страшиться|7|
怖々|ozuozu|робко; боязливо|7|
怖々|ojioji|робко; боязливо|7|
怖々|kowagowa|робко; боязливо|7|
敷く|shiku|стелить; застилать; расстилать; покрывать; мостить; прокладывать (железную дорогу); издавать; вводить (закон)|7|
敷き|shiki|подстилка; подставка; депозит|7|
普く|amaneku|повсюду; везде; широко|7|
浮く|uku|плавать; не тонуть; всплывать; подниматься (о настроении); шататься (о зубе); оставаться; быть сбереженным|7|
浮いた|uita|веселый; оживленный; легкомысленный; фривольный|7|
浮き|uki|поплавок; буй; спасательный круг|7|
浮かれる|ukareru|веселиться; блаженствовать; быть опьяненным  чем  л.|7|
浮かぶ|ukabu|плавать; всплывать; выплывать; появляться (о мыслях; улыбке); будд. успокоиться с миром|7|
浮かべる|ukaberu|спускать на воду; пускать по воде; показывать (улыбку; слезы и т.п.); вызывать (в памяти; в мыслях)|7|
浮かす|ukasu|спускать на воду; пускать по воде; показывать (улыбку; слезы и т.п.); вызывать (в памяти; в мыслях)|7|
浮々|ukiuki|весело; оживленно|7|
符|FU|знак; отметка; талисман; амулет; двойной ярлык|7|
舞|mai|танец|7|
舞う|mau|танцевать; исполнять танец|7|
柄|gara|узор; рисунок (на ткани); телосложение; рост; характер; натура|7|
柄 に ない|gara ni nai|неподходящий|7|
柄|e|рукоятка; ручка; рычаг|7|
柄|tsuka|рукоятка (меча и т.п.); эфес|7|
壁|kabe|стена; перегородка; барьер|7|
崩れる|kuzureru|разваливаться; рушиться; терять кондиции; портиться; бирж. падать (о курсах); размениваться (о деньгах); нарывать; изъязвлять|7|
崩す|kuzusu|разрушать; разваливать; сносить; приводить в беспорядок; упрощать (написание иероглифа); разменивать (деньги); сбивать (цену)|7|
崩じる|HOUJIRU|скончаться (об императоре)|7|
邦|kuni|[родная]  страна|7|
飽きる|akiru|пресыщаться  чем  л., терять интерес; приедаться; надоедать; наскучивать|7|
飽く|aku|книжное: пресыщаться  чем  л., терять интерес; приедаться; надоедать; наскучивать|7|
飽くまで|akumade|упорно; неотступно; до конца|7|
飽かず|akazu|без конца; без устали|7|
飽かす|akasu|пресыщать; надоедать|7|
飽きっぽい|akippoi|быстро охладевающий; непостоянный|7|
坊さN|BOUSAN|будд. монах; духовное лицо|7|
坊や|bouya|мальчик; мальчуган; сынок|7|
坊ちゃん|botchan|мальчик; мальчуган; сынок|7|
忙しい|isogashii|занятой|7|
忙しい|sewashii|устаревшее: занятой|7|
忙しない|sewashinai|беспокойный; неугомонный|7|
房|fusa|гроздь; кисть; бахрома; кисточка; пучок; прядь|7|
房々|fusafusa|густой; пышный; пушистый; гроздьями; кистями|7|
僕|BOKU|я (мужчина о себе)|7|
僕|shimobe|устаревшее:  слуга|7|
僕|yatsugare|самоунич. я|7|
又|mata|тоже; также; опять; снова; еще раз; и; кроме того; сверх того; еще и; а; с другой стороны|7|
又 わ|mata wa|или же|7|
又 の|mata no|другой; еще один|7|
又しても|matashitemo|опять; снова|7|
又もや|matamoya|опять; снова|7|
又々|matamata|снова и снова|7|
妙|MYOU|нечто странное; чудо; тайна; связ. тайны мастерства; умение; ловкость; класс|7|
妙 な|MYOU na|странный; удивительный; необычный; чудной; таинственный; чудесный; дивный|7|
妙ちきりN|MYOUCHIKIRIN|просторечное:  странный; чудной|7|
妙なる|taenaru|сладостный; обворожительный; чудный; великолепный|7|
眠る|nemuru|засыпать; спать; скончаться|7|
眠い|nemui|сонный; наводящий сон|7|
眠たい|nemutai|сонный; наводящий сон|7|
娘|musume|дочь; девушка|7|
娘|ko|девочка|7|
滅びる|horobiru|гибнуть; разрушаться|7|
滅ぶ|horobu|книжное: гибнуть; разрушаться|7|
滅ぼす|horobosu|губить; уничтожать|7|
滅する|MESSURU|> книжное:; погибнуть; погубить; погаснуть; погасить|7|
滅|METSU|выкл (метка на выключателе)|7|
免じる|MENJIRU|освобождать  от чего  л.; увольнять|7|
に免じて|NI MENJITE|принимая во внимание; из уважения к...|7|
免れる|manukareru|избежать; спастись; избавиться; освободиться|7|
免れる|manugareru|избежать; спастись; избавиться; освободиться|7|
免す|yurusu|освобождать  от чего  л.; отпускать|7|
網|ami|сеть; сетка|7|
黙る|damaru|молчать; промолчать|7|
黙り|danmari|молчание; молчаливость; театр. немая сцена; пантомима|7|
黙りこくる|damarikokuru|все время молчать; как воды в рот набрать|7|
黙す|modasu|промолчать; проигнорировать|7|
黙する|MOKUSURU|книжное:  молчать|7|
黙々 と|MOKUMOKU to|молча|7|
戻す|modosu|возвращать; отдавать обратно; класть на прежнее место; поворачивать назад; отводить назад (стрелки); отклонять (иск; заявление и т.п.); тошнить; рвать|7|
戻る|modoru|возвращаться; идти назад; быть возвращенным (о вещах; товарах и т.п.); пятиться; отступать назад|7|
戻り|modori|возвращение; бирж. новое повышение курса (после падения)|7|
唯|tada|только; просто; лишь|7|
唯々|tadatada|только; просто; лишь|7|
唯さえ|tadasae|и так уже; и без того|7|
憂える|ureeru|горевать; скорбеть; тревожиться|7|
憂う|ureu|горевать; скорбеть; тревожиться|7|
憂い|urei|печаль; горе; огорчение; встревоженность; беспокойство|7|
憂え|uree|печаль; горе; огорчение; встревоженность; беспокойство|7|
憂い|ui|печальный; безрадостный; несчастный|7|
憂さ|usa|печаль; уныние; тоска|7|
憂き|uki|книжное:  горе; несчастье|7|
誘う|sasou|приглашать; заходить; заезжать  за кем  л.; вызывать; навлекать; причинять; завлекать; соблазнять|7|
誘う|izanau|возвышенное:; приглашать; заходить; заезжать  за кем  л.; вызывать; навлекать; причинять; завлекать; соблазнять|7|
誘い|sasoi|приглашение; завлечение; соблазн|7|
誘く|obiku|завлекать; увлекать; сманивать; заманивать; соблазнять|7|
与える|ataeru|давать; предоставлять; присуждать; причинять (боль); наносить (ущерб); возлагать; ставить (задачу)|7|
与る|azukaru|принимать участие  в чем  л.; получить (приглашение)|7|
与する|kumisuru|принимать участие  в чем  л.; быть замешанным  в чем  л.; становиться на  чью  л. сторону|7|
踊る|odoru|танцевать; плясать|7|
踊り|odori|танец; пляска|7|
頼む|tanomu|просить; поручать; доверять; звать (работника), нанимать; полагаться; опираться  на кого  л.|7|
頼み|tanomi|просьба; надежда; опора|7|
頼もしい|tanomoshii|надежный; многообещающий|7|
頼る|tayoru|полагаться; опираться  на кого  л.|7|
頼り|tayori|опора; поддержка|7|
頼りない|tayorinai|покинутый; беспомощный; ненадежный; неопределенный|7|
離す|hanasu|отделять; разъединять; отпускать от себя; помещать на отдалении|7|
離れる|hanareru|отделяться; отдаляться; отходить; покидать; расставаться; разлучаться; отстоять; быть удаленным|7|
離れて|hanarete|вдали; поодаль; на расстоянии; отдельно; независимо  от чего  л.|7|
離れた|hanareta|изолированный; удаленный|7|
離|RI|я триграмма   : юг; огонь|7|
了する|RYOUSURU|> книжное:; заканчивать; понимать|7|
涼しい|suzushii|прохладный; освежающий|7|
涼やか|suzuyaka|прохладный; освежающий|7|
涼やか|suzuyakana|прохладный; освежающий|7|
涼む|suzumu|наслаждаться прохладой|7|
涼|RYOU|книжное:  прохлада; свежесть|7|
隣り の|tonari no|соседний; соседский|7|
隣り に|tonari ni|по соседству; рядом|7|
隣る|tonaru|книжное:  примыкать; прилегать; соседствовать|7|
恋|koi|любовь|7|
恋 [を] する|koi [wo] suru|любить; влюбляться|7|
恋う|kou|любить; влюбляться|7|
恋しい|koishii|любимый; возлюбленный|7|
恋しがる|koishigaru|тосковать  по ком  л.|7|
恋々れN と する|RENREN to suru|дорожить  кем  чем  л., держаться  за кого  что  л.|7|
腕|ude|рука (от плеча); переносное:  умение; мастерство|7|
腕|kaina|книжное:  рука|7|
握る|nigiru|брать  [в руку]; держать  [в руке]; захватывать; завладевать; получать|8|
握り|nigiri|горсть; пригоршня; рукоятка|8|
握らせる|nigiraseru|сунуть в руку; дать на чай; дать взятку|8|
お握り|onigiri|рисовый колобок|8|
宛てる|ateru|адресовать; применять (кандзи) фонетически|8|
宛てがう|ategau|прикладывать; приставлять; давать; предоставлять; выделять; распределять; подбирать (невесту; жениха)|8|
宛ら|sanagara|книжное:  точно; совсем как...|8|
宛も|atakamo|книжное:  точно; совсем как...|8|
宛も|zutsu|книжное:  точно; совсем как...|8|
闇|yami|темнота; мрак; тьма; беспорядок; хаос; черный рынок; торговля из  под полы|8|
闇々 と|yamiyami to|внезапно и легко; без  сопротивления (об убийстве и т.п.)|8|
依る|yoru|зависеть  от чего  л.; прибегать  к чему  л.|8|
依って に|yotte ni|в силу; благодаря; на основании; в зависимости от|8|
依って|yotte|союз  поэтому|8|
威す|odosu|угрожать; пугать|8|
威し|odoshi|угроза; запугивание|8|
威|I|достоинство; влияние; авторитет; власть|8|
慰める|nagusameru|утешать; успокаивать; отвлекать; веселить|8|
慰め|nagusame|утешение; поддержка|8|
慰む|nagusamu|успокаиваться; утешаться; насмехаться  над кем  л.; соблазнить; обесчестить|8|
慰み|nagusami|развлечение; удовольствие; отдых|8|
慰する|ISURU|книжное:  утешать|8|
為 の|tame no|для; ради; чтобы; благодаря; из  за|8|
為|tame|связ. польза; интересы|8|
為 に なる|tame ni naru|пойти на пользу|8|
為る|naru|становиться; делаться|8|
為す|nasu|делать; совершать|8|
為さる|nasaru|вежл. делать|8|
為る|suru|делать|8|
畏まる|kashikomaru|повиноваться; слушаться|8|
畏まりました|kashikomarimashita|слушаюсь!|8|
畏くも|kashikokumo|милостиво|8|
畏れる|osoreru|бояться|8|
稲|ine|рис (на корню; как растение),= oryza sativa|8|
浦|ura|бухта; заливчик; губа; морской берег; взморье|8|
炎|honoo|пламя|8|
炎|homura|пламя|8|
煙|kemuri|дым|8|
煙|kemu|дым|8|
煙る|kemuru|дымиться|8|
煙い|kemui|дымный|8|
煙たい|kemutai|дымный; вызывающий неловкость; неловко (как сказуемое)|8|
煙たがる|kemutagaru|не переносить дыма; чувствовать стеснение|8|
縁|EN|связь; узы; родство; знакомство; судьба; энгава; веранда|8|
縁|enishi|устаревшее:; связь; узы; родство; знакомство; судьба; энгава; веранда|8|
縁|yukari|связь; знакомство|8|
縁|heri|край; берег; борт; кайма; бордюр; рубец; бахрома; поля (шляпы; бумаги)|8|
縁|fuchi|край; берег; борт; кайма; бордюр; рубец; бахрома; поля (шляпы; бумаги); рамка; оправа; обод|8|
縁|yosuga|средство; способ; напоминание|8|
艶|EN|очаровательный; чарующий|8|
艶|tsuya|глянец; блеск; лоск; очарование; обаяние; любовная история|8|
艶っぽい|tsuyappoi|романтический; пикантный|8|
艶やか|adeyaka|очаровательный; прелестный|8|
艶やか|adeyakana|очаровательный; прелестный|8|
艶めかしい|namamekashii|очаровательный; прелестный|8|
艶めく|namameku|чаровать; обольщать|8|
艶やか な|tsuyayaka na|блестящий; глянцевитый|8|
艶々 な|tsuyatsuya na|блестящий; глянцевитый|8|
殴る|naguru|ударять; бить; колотить|8|
憶う|omou|думать; вспоминать|8|
俺|ore|я (в мужском просторечии)|8|
嫁|yome|невестка; жена сына; невеста; молодая жена|8|
嫁ぐ|totsugu|выходить замуж|8|
嫁する|KASURU|выходить замуж; сваливать (вину и т.п.)|8|
暇|hima|свободное время; досуг; время  для чего  л.; отпуск; увольнение; развод; эк. застой|8|
暇 な|hima na|свободный; вялый; неактивный|8|
暇 に|hima ni|в свободное время; на досуге|8|
暇 が ない|hima ga nai|нет времени|8|
暇|itoma|[свободное]  время; увольнение; развод; расставание; прощание|8|
暇 する|itoma suru|уходить; раскланиваться|8|
稼ぐ|kasegu|работать; зарабатывать|8|
稼ぎ|kasegi|работа; труд; заработки; доходы|8|
華|hana|обр. цвет; гордость  чего  л.|8|
華やか な|hanayaka na|яркий; цветущий; прекрасный|8|
華々しい な|hanabanashii na|яркий; цветущий; прекрасный|8|
華|KA|цветок в идиомах|8|
雅びやか|miyabiyaka|изящный; со вкусом|8|
雅びやか|miyabikana|изящный; со вкусом|8|
雅びた|miyabita|изящный; со вкусом|8|
雅|GA|книжное:  изящество; вкус; стиль|8|
介して を|KAISHITE wo|через посредство  кого  чего  л.|8|
壊す|kowasu|разрушать; разбивать; ломать; портить; повреждать; разбирать  [на части]; срывать; расстраивать (планы и т.п.)|8|
壊れる|kowareru|ломаться; разбиваться; разрушаться; приходить в негодность; быть неисправным; переносное:  потерпеть неудачу; сорваться; провалиться|8|
怪しい|ayashii|сомнительный; подозрительный; странный; удивительный; загадочный; неуверенный; неловкий|8|
怪しむ|ayashimu|сомневаться; подозревать; удивляться  чему  л.|8|
怪しげ|ayashige|странный; подозрительный|8|
怪しげ|ayashigena|странный; подозрительный|8|
怪しからん|keshikaran|наглый; дерзкий; скандальный; позорный; непростительный; непристойный; низкий; нелепый; абсурдный|8|
怪|KAI|> книжное:; загадочность; диковина; чудо; дух; привидение|8|
悔い|kui|раскаяние|8|
悔いる|kuiru|раскаиваться; сожалеть|8|
悔やむ|kuyamu|сожалеть; раскаиваться; оплакивать; скорбеть; соболезновать; сочувствовать|8|
悔やみ|kuyami|соболезнование; раскаивание; сожаление|8|
悔しい|kuyashii|досадный; прискорбный; достойный сожаления|8|
戒める|imashimeru|предостерегать; предупреждать; увещевать; наставлять; укорять|8|
戒め|imashime|предостережение; предупреждение; увещание; наставление; урок; укор|8|
戒め と する|imashime to suru|извлечь урок  из чего  л.|8|
戒|KAI|будд. заповеди|8|
概して|GAISHITE|в общем; большей частью; обычно|8|
概ね|oomune|книжное: в общем; большей частью; обычно|8|
の概 ある|NO GAI ARU|похожий на...; с видом...|8|
蓋|futa|крышка; колпак; затвор (объектива)|8|
蓋し|kedashi|может быть; по  видимому; в конце концов; в конечном счете|8|
蓋う|oou|накрывать|8|
核|KAKU|косточка (плода), ядрышко; ядро (атома)|8|
核 の|KAKU no|ядерный|8|
核|sane|косточка; зернышко|8|
殻|kara|шелуха; скорлупа; сброшенная кожа; раковина|8|
獲る|eru|получать; завоевывать|8|
郭|kuruwa|квартал публичных домов; огражденная валом площадь|8|
括る|kukuru|связывать; привязывать; собирать|8|
括り|kukuri|связывание; собирание; связка; пучок; узел|8|
括る|kubiru|сжимать; сдавливать|8|
括れる|kubireru|сжиматься; сужаться|8|
括れ|kubire|сжатие; сужение|8|
括れ|kurumeru|сжатие; сужение|8|
括れ|kurume|сжатие; сужение|8|
渇|KATSU|жажда|8|
渇する|KASSURU|хотеть пить; жаждать|8|
渇く|kawaku|пересыхать (особ. о горле)|8|
渇き|kawaki|жажда|8|
滑る|suberu|скользить; кататься (на коньках; лыжах); поскользнуться; соскользнуть; быть скользким; быть гладким; провалиться (на экзамене)|8|
滑り|suberi|скольжение; катание|8|
滑らす|suberasu|поскользнуться; проговориться|8|
滑らか|nameraka|гладкий; скользкий|8|
滑らか|namerakana|гладкий; скользкий|8|
滑る|numeru|быть скользким; шататься; шляться|8|
滑り|numeri|слизь|8|
冠|kanmuri|корона; венец; диадема; каммури (головной убор японского  императора и придворной знати); верхний иероглифический радикал|8|
冠|KAN|корона; венец|8|
冠 たる|KAN taru|первый; лучший; несравненный|8|
冠する|KANSURU|увенчивать; переносное:  наименовать|8|
お冠 だ|okanmuri da|быть недовольным|8|
勘|KAN|интуиция в идиомах|8|
喚く|wameku|кричать; вопить|8|
堪える に|taeru ni|терпеть; выносить; выдерживать|8|
堪える|taeru|годиться; быть пригодным|8|
堪る|tamaru|выносить; терпеть|8|
堪らない|tamaranai|невыносимый; невыносимо|8|
堪える|koraeru|терпеть; выносить; сносить; удерживаться  от чего  л., подавлять; пересиливать; перебарывать; прощать; примиряться  с чем  л.|8|
堪える|kotaeru|терпеть|8|
寛|KAN|книжное:  великодушие; снисходительность; терпимость|8|
寛ぐ|kutsurogu|расслабляться; отдыхать; чувствовать себя непринужденно|8|
寛ぎ|kutsurogi|непринужденность; расслабленность|8|
寛げる|kutsurogeru|ослаблять; распускать|8|
寛 した|yuttari shita|тихий; спокойный|8|
寛い|hiroi|широких воззрений|8|
患う|wazurau|болеть; страдать   чем  л.; беспокоиться|8|
患い|wazurai|болезнь; хлопоты; беспокойство|8|
敢えて|aete|смело; решительно|8|
敢えない|aenai|печальный; трагический; преходящий; эфемерный; слабый; немощный|8|
歓|KAN|радость; удовольствие|8|
環|wa|кольцо; круг; обруч; колесо; виток; звено|8|
環|tamaki|устаревшее:  браслет; мужское имя|8|
肝|kimo|печень; внутренности; мужество; отвага|8|
貫|KAN|мера веса (3,75  кг; 1000  моммэ); ист. денежная единица: тысяча монет  в один мон; нанизанных на шнуры|8|
貫く|tsuranuku|пронзать; протыкать; добиваться; достигать (цели)|8|
貫く|nuku|пронзать; протыкать|8|
貫|nuki|балка; распорка|8|
還る|kaeru|уходить  [домой]; возвращаться  [домой]|8|
還す|kaesu|отпускать  [домой]; возвращать|8|
鑑みる|kangamiru|принимать во внимание|8|
鑑|kagami|образец; пример|8|
閑|KAN|свободное время; досуг|8|
閑|hima|свободное время; досуг|8|
閑か|shizuka|тихий|8|
陥る|ochiiru|впадать (в какое  л.  состояние) попадать (в какое  л.  положение); пасть (о крепости); оседать; впадать|8|
陥れる|otoshiireru|поймать  [в ловушку]; заманить; соблазнить  чем  л.; довести  кого  л.(до беды и т.п.); захватывать (крепость)|8|
含む|fukumu|держать во рту; содержать; заключать в себе; таить в душе; питать; понимать|8|
含める|fukumeru|включать; растолковывать|8|
含み|fukumi|подразумевание; скрытый смысл; затаенное значение; бирж. конъюнктура|8|
含ませる|fukumaseru|пропитывать; напитывать; засовывать  что  л. кому  л. в рот|8|
頑 と して|GAN to shite|упорно; стойко|8|
頑 な|kataku na|упрямый; упорный|8|
企てる|kuwadateru|намереваться; строить планы; предпринимать|8|
企て|kuwadate|замысел; план; попытка; предприятие|8|
企む|takuramu|замышлять|8|
企み|takurami|замысел (особ. плохой), козни|8|
忌む|imu|не любить; питать отвращение; воздерживаться; избегать|8|
忌み|imi|воздержание  от чего  л.; траур|8|
忌まわしい|imawashii|отвратительный; зловещий|8|
忌々しい|imaimashii|злосчастный; проклятый; ненавистный; отвратительный; противный; досадный|8|
既に|sudeni|уже|8|
既に|sude|уже|8|
棄てる|suteru|выбрасывать; выкидывать; оставлять; бросать; отказываться  от чего  л.|8|
祈る|inoru|молиться; желать  чего  л.  кому  л.|8|
祈り|inori|молитва|8|
軌|KI|колея; путь в идиомах|8|
輝く|kagayaku|сверкать; блистать; сиять; блестящий; прославленный|8|
輝かす|kagayakasu|прославлять|8|
輝かしい|kagayakashii|блестящий|8|
偽る|itsuwaru|лгать; выдавать себя  за кого  л.|8|
偽り|itsuwari|ложь; обман|8|
偽り の|itsuwari no|ложный|8|
偽り の ない|itsuwari no nai|честный; безобманный|8|
偽|nise|подделка; фальшивка|8|
偽 の|nise no|поддельный; фальшивый|8|
宜しい|yoroshii|хороший; хорошо|8|
宜しく|yoroshiku|хорошо; привет|8|
宜|ube|книжное:  да; так; действительно|8|
宜|mube|книжное:  да; так; действительно|8|
戯れる|tawamureru|играть; заигрывать; шутить|8|
戯れ|tawamure|игра; забава; шутка; заигрывание|8|
戯れる|jareru|дурачиться; шутить|8|
戯れる|zareru|дурачиться; шутить|8|
戯ける|odokeru|просторечное:  дурачиться|8|
戯けた|odoketa|просторечное:  дураковатый; клоунский|8|
戯け|odoke|> разговорное:; шутка; юмор; шутовство; клоунада|8|
戯ける|tawakeru|играть; резвиться|8|
擬する|GISURU|наводить (оружие на кого  л.); подражать; уподоблять; приравнивать|8|
擬い|magai|подделка; имитация|8|
擬える|nazoraeru|уподоблять; сравнивать|8|
擬く|modoku|> архаичное:; подражать; имитировать; критиковать|8|
擬き|modoki|> архаичное:; подражание; имитация; критика|8|
欺く|azamuku|обманывать|8|
喫する|KISSURU|пить; есть; курить|8|
却って|kaette|наоборот; напротив; как раз|8|
脚|ashi|ножка (мебели); нога|8|
虐げる|shiitageru|тиранить; угнетать; мучить|8|
虐める|ijimeru|мучить; издеваться|8|
虐め|ijime|мучительство; издевательства|8|
虐め する|ijime suru|мучить; издеваться|8|
朽ちる|kuchiru|гнить; тлеть; прозябать|8|
窮める を|kiwameru wo|доходить до конца  чего  л.; доводить  что  л. до крайности|8|
窮まる|kiwamaru|достичь предела; дойти до крайности; прийти к концу; зайти в тупик|8|
窮まり|kiwamari|предел; конец|8|
窮する|KYUUSURU|быть в трудном положении|8|
糾す|tadasu|расспрашивать; разузнавать|8|
糾う|azanau|скручивать (веревку и т.п.)|8|
拒む|kobamu|отклонять; отказываться  от чего  л.; отказывать  в чем  л.|8|
拒ぐ|fusegu|защищаться; предотвращать|8|
拠る|yoru|основываться  на чем  л., опираться  на что  л.; удерживать (крепость)|8|
拠|yoridokoro|основание; почва|8|
距|kedume|петушиная шпора; отросток на ноге у курицы|8|
距|kezume|петушиная шпора; отросток на ноге у курицы|8|
凶|KYOU|несчастье; плохая примета|8|
叫ぶ|sakebu|кричать; призывать  к чему  л.|8|
叫び|sakebi|крик; возглас|8|
叫く|wameku|кричать; орать|8|
峡|hazama|ущелье; теснина; горный проход|8|
恭しい|uyauyashii|почтительный; уважительный|8|
挟む|hasamu|зажимать с двух сторон; класть между  чем  л.; закладывать (напр. за ухо); затыкать (напр. за пояс)|8|
挟む|sashihasamu|вставлять|8|
挟む|wakibasamu|держать под мышкой|8|
挟まる|hasamaru|быть зажатым; находиться между  кем  чем  л.|8|
矯める|tameru|выпрямлять; исправлять; целиться одним глазом|8|
脅かす|obiyakasu|грозить; угрожать|8|
脅す|odosu|грозить; угрожать|8|
脅かす|odokasu|грозить; угрожать|8|
脅える|obieru|пугаться|8|
仰ぐ|aogu|смотреть вверх; переносное:  уважать; почитать; зависеть; уповать  на кого  л.; просить (помощи; совета)|8|
仰しゃる|ossharu|вежл. говорить; сказать|8|
仰せ|ouse|слова (вышестоящего); приказание|8|
仰々しい|GYOUGYOUSHII|пышный; преувеличенный|8|
仰く|aonoku|смотреть вверх|8|
凝る|koru|неметь; затекать; деревенеть; страстно увлекаться  чем  л.; делать тщательно; с любовью|8|
凝らす|korasu|напрягать; сосредоточивать|8|
凝り|kori|онемение|8|
凝った|kotta|изысканный|8|
凝る|kogoru|застывать; затвердевать|8|
凝らす|kogorasu|давать застыть|8|
凝る|shikoru|окостеневать; затвердевать|8|
凝り|shikori|окостенение; затвердение|8|
暁|akatsuki|рассвет; заря|8|
暁には|akatsukiniha|когда; в случае|8|
暁には|akatsukiniwa|когда; в случае|8|
菌|KIN|микроб; бактерия; бацилла; гриб; грибок; плесень|8|
菌|kinoko|гриб|8|
謹む|tsutsushimu|быть осмотрительным; быть благоразумным; воздерживаться; избегать|8|
謹んで|tsutsushinde|с почтением; почтительно|8|
愚か|oroka|глупый|8|
愚か|orokana|глупый|8|
愚かしい|orokashii|глупый|8|
愚|GU|глупость в идиомах|8|
愚な|GUNA|глупый|8|
偶|GUU|четность; четное число|8|
偶|tama|время от времени; нечасто|8|
偶|tamani|время от времени; нечасто|8|
偶々|tamatama|случайно; редко|8|
偶さか に|tamasaka ni|нечасто; случайно|8|
偶さか の|tamasaka no|нечастый; случайный|8|
遇する|GUUSURU|обращаться  с кем  л.  как  л.; принимать гостей|8|
遇う|au|встречать  что  л.; сталкиваться  с чем  л.; быть застигнутым  чем  л.; переносить|8|
隅|sumi|[внутренний]  угол|8|
隅っこ|sumikko|[внутренний]  угол|8|
隅々|sumizumi|повсюду; в каждом закоулке|8|
屈む|kagamu|гнуться; сгибаться; наклоняться; нагибаться|8|
屈まる|kagamaru|гнуться; сгибаться; наклоняться; нагибаться|8|
屈める|kagameru|гнуть; сгибать; наклонять; преклонять (колени)|8|
屈する|KUSSURU|сгибать; гнуть; сгибаться; сдаваться; подчинять [ся]; покорять [ся]|8|
屈む|kogomu|нагибаться; наклоняться; сутулиться|8|
掘る|horu|копать; рыть; выкапывать; бурить|8|
靴|kutsu|обувь; ботинки|8|
繰る|kuru|наматывать (нитку); сучить; прясть; перелистывать; перебирать|8|
勲|isao|заслуга; подвиг|8|
勲|isaoshi|заслуга; подвиг|8|
薫ずる|KUNZURU|пахнуть; благоухать|8|
薫る|kaoru|пахнуть; благоухать|8|
薫り|kaori|благоухание; аромат|8|
啓く|hiraku|просвещать|8|
憩う|ikou|отдыхать; делать передышку|8|
憩い|ikoi|отдых; передышка|8|
掲げる|kakageru|поднимать над головой; нести высоко подняв; вывешивать (флаг и т.п.); помещать в печати|8|
茎|kuki|стебель; ствол|8|
茎|nakago|хвостовик|8|
鶏|niwatori|курица; петух; куры|8|
鶏|tori|курица; домашняя птица|8|
隙|suki|щель; трещина; просвет; переносное:  свободное место; переносное:  свободная минута; удобный момент; невнимательность; слабое место|8|
隙|hima|щель; трещина; свободное время|8|
倹しい|tsumashii|бережливый; экономный|8|
献じる|KENJIRU|преподносить|8|
肩|kata|плечо; плечи|8|
賢い|kashikoi|умный; мудрый|8|
賢しい|sakashii|умный; мудрый|8|
賢しら|sakashira|самоуверенный; развязный|8|
賢しら|sakashirana|самоуверенный; развязный|8|
軒|noki|свисающий край крыши; стреха; переносное:  крыша над головой; дом|8|
遣る|yaru|давать; дарить; посылать; пускать  кого  л., куда  л.; делать; исполнять; заниматься  чем  л.; театр. играть; есть; пить; курить; вести (дело); держать (магазин); после деепр. на '  тэ'  указывает на  действие в интересах другого лица|8|
遣わす|tsukawasu|отправлять; посылать; давать; дарить|8|
遣す|yokosu|посылать; направлять; передавать|8|
幻|maboroshi|призрак; видение; иллюзия; мечта|8|
幻 の|maboroshi no|призрачный; иллюзорный|8|
弦|tsuru|тетива; струна (муз. инструмента)|8|
弦|GEN|тетива; геом. хорда; фаза луны|8|
孤|KO|книжное:  сирота; одиночество|8|
弧|KO|дуга|8|
枯れる|kareru|засыхать; вянуть; переносное:  созревать; определяться (о стиле и т.п.)|8|
枯れた|kareta|сухой (о листве и т.п.)|8|
枯らす|karasu|сушить; высушивать (о растениях)|8|
枯ればむ|karebamu|начинать сохнуть|8|
誇る|hokoru|гордиться; заноситься; кичиться|8|
誇り|hokori|гордость|8|
誇り と する|hokori to suru|гордиться  чем  л.|8|
誇らしい|hokorashii|гордый; горделивый|8|
誇らしげ|hokorashige|горделиво; кичливо|8|
誇らしげ|hokorashigeni|горделиво; кичливо|8|
雇う|yatou|нанимать (брать) на работу; фрахтовать; брать напрокат|8|
雇い|yatoi|наем; работа по найму; работающий по найму|8|
顧みる|kaerimiru|оглядываться; окидывать взглядом прошлое; взглянуть на себя со стороны; обращать внимание  на что  л., вдумываться  во что  л.|8|
鼓|tsudumi|цудзуми (японский барабан в форме  песочных часов; для игры пальцами)|8|
鼓|tsuzumi|цудзуми (японский барабан в форме  песочных часов; для игры пальцами)|8|
鼓す|kosu|бить в барабан; переносное:  воодушевлять|8|
鼓する|KOSURU|бить в барабан; переносное:  воодушевлять|8|
