Japanese|Romaji|English|Utility|Type
越冬|ettou|wintering; zool. hibernation; |10|
越冬 する|ettou suru|pass (stay over; survive) the winter; hibernate|10|
閲読|etsudoku|perusal; reading; |10|
閲読 する|etsudoku suru|peruse; read; go through  smth.|10|
悦に入る|etsuniiru|rejoice; be pleased  [with oneself]|10|
越年|etsunen;otsunen|year  end and the New Year; |10|
越年 する|etsunen;otsunen suru|see out the old year|10|
エッフェル塔|efferutou|Eiffel Tower|10|
閲兵|eppei|review of troops; military parade; |10|
閲兵 する|eppei suru|review (troops); inspect (soldiers at a parade)|10|
悦楽|etsuraku|lit. joy; pleasure; delight|10|
閲覧|etsuran|[public]  perusal; reading (esp. in a library etc.); |10|
閲覧 する|etsuran suru|peruse; reade|10|
閲覧室|etsuranshitsu|reading room|10|
閲歴|etsureki|one's career; one's personal history|10|
得て|ete|often; readily|10|
得手|ete|one's forte; one's strong point; |10|
得手 で ある|ete de aru|be good at  smth.; |10|
得手 で ない|ete de nai|be bad at  smth.|10|
得手勝手 な|etekatte na|selfish; self  centered; egoistic|10|
エデマ|edema|edema; dropsy|10|
エヂュケエション|edyukeeshon|education|10|
エデン|eden|Eden|10|
干支|eto;kanshi|sexagenary cycle of Chinese calendar (10  celestial stems and 12  earthly branches); the 12  signs of Chinese Zodiac|10|
江戸|edo|Edo (old name of Tokyo)|10|
エトキシジグリコウル|etokishijigurikouru|chem. ethoxydiglycol|10|
会得|etoku|understanding; |10|
会得 する|etoku suru|understand; comprehend; grasp (the idea)|10|
江戸時代|edojidai|hist. Edo period (1600-1868)|10|
エトセトラ|etosetora|et cetera|10|
江戸'子|edokko|[true]  Tokyoite|10|
エトナ|etona|>> Etna (volcano)|10|
江戸前 の|edomae no|from within Tokyo Bay (as of fish and seafood)|10|
江戸前寿司|edomaezushi|cul. Edo  style sushi|10|
エトランゼ|etoranze|stranger (Fr. étranger)|10|
択捉島|etorofutou|>> Iturup Island|10|
エトワアル|etowaaru|star (Fr. étoile)|10|
エトワス|etowasu|something (Germ. etwas)|10|
胞衣|ena|anat. placenta; afterbirth|10|
柄長|enaga|long  tailed tit; = Aegithalos caudatus|10|
エナメル|enameru|enamel|10|
エナメルペイント|enamerupeinto|enamel paint|10|
エニグマ|eniguma|enigma|10|
縁|enishi|obs. 007528_|10|
絵日記|enikki|diary with illustrations|10|
エヌジイ|enujii|NG; no good (in filmmaking)|10|
エネ|ene|abrev. energy|10|
エネエブル する|eneeburu suru|enable|10|
エネミイ|enemii|enemy|10|
エネルギイ|enerugii|energy (Germ. Energie)|10|
エネルギイ論|enerugiiron|energetics|10|
エネルギッシュ な|enerugisshu na|energetic (Germ. energisch)|10|
絵の具|enogu|colors; paint; coloring materials|10|
エバ|eba|Bibl. Eve|10|
エバアオンワアド|ebaaonwaado|ever onward|10|
エバアグリイン の|ebaaguriin no|evergreen|10|
エバアグレエズ|ebaagureezu|Everglaze (cotton cloth); Everglades (in Florida)|10|
エバアホワイト|ebaahowaito|Everwhite|10|
絵葉書|ehagaki|picture postcard|10|
エバポレエテッドミルク|ebaporeeteddomiruku|evaporated milk|10|
エバミルク|ebamiruku|abbrev. evaporated milk|10|
エバリュエエション|ebaryueeshon|evaluation|10|
エバリュエエタ|ebaryueeta|evaluator|10|
エバンジェリスト|ebanjerisuto|evangelist|10|
エピキュリアン|epikyurian|epicurean|10|
エピグラフ|epigurafu|epigraph (Fr. epigraphe)|10|
エピグラム|epiguramu|epigram|10|
エピゴウネン|epigounen|epigones (Germ. Epigonen)|10|
海老錠|ebijou|door bolt; padlock|10|
恵比寿|ebisu|Shinto  Ebisu (god of fishing and luck; often depicted holding a fishing rod and a fish)|10|
恵比須|ebisu|Shinto  Ebisu|10|
恵比須講|ebisukou|feast in honor of Ebisu|10|
エピソウド|episoudo|episode|10|
エピタキシイ|epitakishii|phys. epitaxy|10|
エピタフ|epitafu|epitaph|10|
海老茶|ebicha|maroon; brownish red|10|
エピック|epikku|epic|10|
愛媛|ehime|>> Ehime  [prefecture]|10|
愛媛県|ehimeken|>> Ehime prefecture (in Shikoku; capital city — Matsuyama)|10|
エピロウグ|epirougu|epilogue|10|
エフェクタア|efekutaa|music  effects unit (literally  effector); effector (in various meanings)|10|
エフェクチブ な|efekutibu na|effective|10|
エフェクト|efekuto|effect|10|
エフェドリン|efedorin|pharm. ephedrine|10|
エフエム|efuemu|radio  FM; frequency modulation|10|
エフエムチュウナア|efuemuchuunaa|FM tuner|10|
エプソン|epuson|Epson|10|
エフタル|efutaru|hist. Hephthalites; White Huns (people in Central Asia; 5 th to 8 th centuries)|10|
絵筆|efude|paint brush|10|
エフビイアイ|efubiiai|FBI; Federal Bureau of Investigation|10|
エプロン|epuron|apron|10|
エプロンステエジ|epuronsuteeji|apron stage|10|
エペ|epe|fencing  épée|10|
エベレスト|eberesuto|>> Everest (mountain)|10|
恵方|ehou|lucky compass bearing; direction deemed to be lucky in a certain time (according to Chinese divination system)|10|
エポキシ|epokishi|epoxy|10|
エポック|epokku|epoch|10|
エポックメエキング な|epokkumeekingu na|epoch  making|10|
エボナイト|ebonaito|ebonite|10|
エポレット|eporetto|epaulette (Fr. épaulette)|10|
絵本|ehon|picture book; illustrated book|10|
絵馬|ema|Shinto  votive wooden tablet (originally with a picture of a horse)|10|
エマアジェンシイ|emaajenshii|emergency|10|
エマアジェンシイランヂング|emaajenshiirandingu|emergency landing|10|
絵巻(物)|emakimono|hist. emakimono; picture scroll (illustrated narrative form in medieval Japan)|10|
エマルジョン|emarujon|emulsion|10|
笑み|emi|smile|10|
エミグラント|emiguranto|emigrant|10|
エミグレエション|emigureeshon|emigration|10|
エミネント な|eminento na|eminent|10|
エミュレエタア|emyureetaa|comp. emulator|10|
エミュレエト する|emyureeto suru|comp. emulate|10|
笑み割れる|emiwareru|crack; burst open (as of chestnuts etc.)|10|
笑む|emu|smile; beam|10|
エムサイズ|emusaizu|M size; medium size|10|
兄息子|emusuko|arch. elder son|10|
兄娘|emusume|arch. elder daughter|10|
エメラルド|emerarudo|emerald|10|
エメラルドグリイン の|emerarudoguriin no|emerald green|10|
エメリイ|emerii|emery|10|
エメリイボウド|emeriiboudo|emery board|10|
エモウショナリズム|emoushonarizumu|emotionalism|10|
エモウション|emoushon|emotion|10|
絵文字|emoji|pictograph; pictographic character|10|
エモジン|emojin|chem. emodin|10|
獲物|emono|quarry; prey; game  [bag], spoils; take; trophy|10|
エモリアント な|emorianto na|emollient|10|
エモリエント|emoriento|emollient|10|
衣紋|emon|dress; clothes; drapery|10|
エヤクラチオン|eyakurachion|physiol. ejaculation|10|
エラア|eraa|error|10|
エラアシグナル|eraashigunaru|error signal|10|
エラアメッセエジ|eraamesseeji|error message|10|
豪い|erai|great; eminent|10|
エライザ法|eraizahou|biochem. ELISA method (abbrev. enzyme  linked immunosorbent assay)|10|
偉がる|eragaru|be self  important; give oneself airs|10|
エラスチック|erasutikku|elastic|10|
エラスチン|erasuchin|physiol. elastin|10|
偉そう な|erasou na|self  important; proud  looking; |10|
偉そう に|erasou ni|with an air of importance|10|
選び出す|erabidasu|select; pick out; sort out|10|
選び取る|erabitoru|select; choose; pick out|10|
択ぶ|erabu|choose; select|10|
偉物|erabutsu;eramono|inf. great man|10|
豪物|erabutsu;eramono|inf. great man|10|
偉ぶる|eraburu|inf. put on airs; swagger; swank|10|
襟|eri|collar; neck; neckband; lapel; nape of the neck|10|
エリア|eria|area|10|
襟足|eriashi|hairline at the nape of the neck|10|
エリアマアケチング|eriamaaketingu|area marketing|10|
エリイト|eriito|elite (Fr. élite)|10|
襟髪|erigami|[hair on the]  nape of the neck|10|
エリクサア|erikusaa|elixir|10|
襟首|erikubi|nape (back; scruff) of the neck|10|
エリザベス|erizabesu|>> Elizabeth|10|
エリシウム|erishiumu|myth. Elysium|10|
エリスロポエチン|erisuropoechin|physiol. erythropoietin|10|
エリスロマイシン|erisuromaishin|pharm. erythromycin|10|
エリダヌス座|eridanusuza|astr. Eridanus; the River (constellation)|10|
エリトルロウス|eritorurousu|chem. erythrulose|10|
襟巻き|erimaki|muffler (scarf; boa); |10|
襟巻き お する|erimaki o suru|wear a muffler|10|
襟元|erimoto|nape of the neck; base of the neck (at the front), top of the chest|10|
獲る|eru|gain; acquire; get; win; earn|10|
彫る|eru|pierce; perforate; carve; engrave|10|
エルエスヂイ|eruesudii|LSD; lysergic acid diethylamide|10|
エルゴカルシフェロウル|erugokarushiferouru|chem. ergocalciferol; vitamin D2|10|
エルゴタミン|erugotamin|pharm. ergotamin|10|
エルゴノミックス|erugonomikkusu|ergonomics|10|
エルサイズ|erusaizu|L size; large size|10|
エルサルバドル|erusarubadoru|>> El Salvador|10|
エルサレム|erusaremu|>> Jerusalem|10|
エルドラド|erudorado|El Dorado|10|
エルニイニョ|eruniinyo|El Nino|10|
エルピイ盤|erupiiban|LP; long  playing record|10|
エルピイレコウド|erupiirekoudo|LP record|10|
エルビウム|erubiumu|chem. erbium; = Er|10|
エルフ|erufu|elf|10|
エルボウ|erubou|elbow|10|
エルム|erumu|elm|10|
エレガンス|eregansu|elegance|10|
エレガント な|ereganto na|elegant|10|
エレキ|ereki|obs.|10|
エレキギタア|erekigitaa|abrev. electric guitar|10|
エレキテル|erekiteru|obs. electricity (Dutch  electriciteit)|10|
エレクション|erekushon|physiol. erection|10|
エレクト する|erekuto suru|physiol. erect|10|
エレクトラ|erekutora|myth. Electra|10|
エレクトリック な|erekutorikku na|electric|10|
エレクトロニクス|erekutoronikusu|electronics|10|
エレクトロニック な|erekutoronikku na|electronic|10|
エレクトロニックサウンド|erekutoronikkusaundo|electronic sound|10|
エレクトロニックマネエ|erekutoronikkumanee|electronic money|10|
エレクトロニックミュウジック|erekutoronikkumyuujikku|electronic music|10|
エレクトロニックメエル|erekutoronikkumeeru|electronic mail|10|
エレクトロバンキング|erekutorobankingu|abbrev. electronic banking|10|
エレクトロルミネセンス|erekutororuminesensu|electroluminescence|10|
エレクトロン|erekutoron|phys. electron|10|
エレジイ|erejii|elegy|10|
エレック|erekku|abbrev. electronic cooking|10|
エレナ|erena|>> Elena (female name)|10|
エレベエション|erebeeshon|elevation|10|
エレメンタリイ な|erementarii na|elementary|10|
エレメント|eremento|element [s]|10|
エロ な|ero na|abbrev. erotic|10|
エロウス|erousu|>>   myth. Eros|10|
エロキュウション|erokyuushon|elocution|10|
(エロ)グロ|eroguro|eroguro (genre of hentai; abbrev. erotic and grotesque)|10|
エログロナンセンス|eroguronansensu|abbrev. erotics _ grotesque and nonsense|10|
エロジナスゾウン|erojinasuzoun|erogenous zone|10|
エロス|erosu|Eros|10|
エロダクション|erodakushon|abbrev. erotic production|10|
エロチカ|erochika|erotica|10|
エロチシズム|erochishizumu|eroticism|10|
エロチック な|erochikku na|erotic|10|
エロトマニア|erotomania|erotomania|10|
円|en|geom. circle; yen|10|
宴|en|lit. banquet; party|10|
延々 と|en to|for an endlessly long time; with an indication of time  as long as|10|
縁|en|affinity; relation; ties; acquaintance; fate; destiny; engawa; veranda|10|
艶 な|en na|charming; fascinating|10|
塩|en|chemical salt|10|
円域|en'iki|hist. fin. yen bloc (area)|10|
宴飲|en'in|rare  feast; banquet|10|
延引|en'in;ennin|delay; procrastination; postponement; |10|
延引 する|en'in;ennin suru|be delayed; be late; be postponed; be put off|10|
援引|en'in|citation of supporting references; |10|
援引 する|en'in suru|adduce  smth. to support one's position|10|
遠因|en'in|lit. remote (underlying) cause|10|
煙雨|en'u|eleg. drizzle; misty rain|10|
円運動|en'undou|circular motion|10|
遠泳|en'ei|long  distance swim|10|
円価|enka|yen value; price of the yen|10|
円貨|enka|yen  [currency]|10|
演歌|enka|enka (genre of modern popular song since 1950 's)|10|
煙火|enka|lit.; smoke and fire; smoke from a stove; signal fire (rocket); fireworks|10|
縁家|enka|related family|10|
塩化|enka|chem. chloridation; formation of chlorides  pref. chloride|10|
宴会|enkai|banquet; dinner party|10|
延会|enkai|adjournment (of a Diet session or shareholder meeting)|10|
沿海|enkai|coastal waters; coast; |10|
沿海 の|enkai no|coastal; inshore; littoral|10|
遠海|enkai|open sea; deep sea|10|
円蓋|engai|archit. cupola; dome; vault|10|
煙害|engai|harm caused by smoke; smoke pollution|10|
塩害|engai|damage from salt (briny air)|10|
エンカウンタア|enkauntaa|encounter; |10|
エンカウンタア する|enkauntaa suru|encounter|10|
沿革|enkaku|history of  smth.,[historical]  development; changes|10|
遠隔 の|enkaku no|distant; remote; far|10|
縁覚|engaku|Buddh. Pratyekabuddha (a Buddha that achieved enligtenment without a teacher)|10|
遠隔会議|enkakukaigi|teleconference|10|
遠隔教育|enkakukyouiku|distance education; remote learning|10|
遠隔講義|enkakukougi|remote lecture|10|
遠隔性|enkakusei|remoteness; |10|
遠隔性 な|enkakusei na|remote|10|
遠隔操作|enkakusousa|remote control|10|
遠隔測定|enkakusokutei|telemetry; telemetering|10|
遠隔地|enkakuchi|distant area; remote place|10|
円滑 な|enkatsu na|smooth; harmonious; peaceful; |10|
円滑 に する|enkatsu ni suru|,*=81 smooth; harmonize; iron out|10|
塩化ビニル|enkabiniru|chem. vinyl chloride; chloroethylene|10|
エンカプセレエション|enkapusereeshon|progr. encapsulation|10|
塩化物|enkabutsu|chem. chloride|10|
縁側|engawa|engawa; veranda (strip of wooden flooring around a Japanese house; connecting it to the garden)|10|
円為替|engawase|fin. yen exchange|10|
円環|enkan|ring; circle; |10|
円環 の|enkan no|ring  shaped; circular|10|
煙管|enkan|tech. fire  tube|10|
鉛管|enkan|lead pipe; plumbing|10|
沿岸|engan|coast; shore; inshore waters; |10|
沿岸 の|engan no|coastal; coastwise; inshore|10|
遠眼鏡|engankyou|convex glasses; spectacles for long  sightedness|10|
円環面|enkanmen|geom. torus|10|
円規|enki|pair of compasses|10|
塩基|enki|chem. base|10|
演戯|engi|lit. drama; theatrical performance|10|
演技|engi|performance (of an actor; musucian; athlete etc.); |10|
演技 する|engi suru|perform; act|10|
演義|engi|simplification; popularization; explanation in simple language; adaptation (of a classical Chinese novel) for popular reading|10|
縁起|engi|omen; portent; sign of good  or  bad luck; origin; source; history of  smth.|10|
円記号|enkigou|yen sign (  with a double stroke)|10|
円軌道|enkidou|phys. circular orbit|10|
円丘|enkyuu|rounded hill; knoll; hummock|10|
円鏡|enkyou;marukagami|round mirror|10|
遠距離|enkyori|long distance; |10|
遠距離 の|enkyori no|long  range; long  distance|10|
縁切り|enkiri|separation; dissolution of a tie; divorce; |10|
縁切り に する|enkiri ni suru|sever one's connections with  smb.|10|
縁切り寺|enkiridera|hist. temple providing shelter for women who seek a divorce|10|
遠近|enkin|farness or nearness; distance  109112_|10|
遠近法|enkinhou|arts [the law of]  perspective|10|
縁組み|engumi|marriage; wedlock; matrimonial alliance  [between two families]; adoption (of a child); |10|
縁組み する|engumi suru|contract a marriage; tie the knot; adopt; be adopted|10|
円グラフ|engurafu|pie chart (graph)|10|
エンクロウジャア|enkuroujaa|enclosure|10|
援軍|engun|milit. reinforcement; fig. helping hand; friend in need|10|
円形|enkei;marugata|round shape; circle; |10|
円形 の|enkei;marugata no|round  shaped; circular|10|
遠景|enkei|distant view; scene in the distance|10|
園芸|engei|gardening; horticulture|10|
演芸|engei|performance; [dramatic or musical]  entertainment|10|
エンゲエジ|engeeji|abbrev. engagement; |10|
エンゲエジ する|engeeji suru|be engaged|10|
エンゲエジメント|engeejimento|engagement|10|
エンゲエジリング|engeejiringu|engagement ring|10|
演劇|engeki|drama; theater; theatrical performance; in compounds  theatrical; dramatic; *=53 give a play; perform a play on stage|10|
怨言|engen|lit. complaint; reproach|10|
円弧|enko|math. circular arc|10|
縁故|enko|[blood]  relation; [personal]  connection; relatives and acquaintances|10|
塩湖|enko|salt (saline) lake|10|
援護|engo|support; backing; protection; |10|
援護 する|engo suru|protect; back up|10|
縁語|engo|associated words; two words related in meaning (techique used in classical Japanese poetry)|10|
円光|enkou|halo; nimbus|10|
炎光|enkou|tech. flame|10|
エンコウダア|enkoudaa|encoder|10|
エンコウヂング|enkoudingu|encoding|10|
エンコウド する|enkoudo suru|encode|10|
遠国|engoku;ongoku|remote country; distant land|10|
縁故主義|enkoshugi|nepotism; favoritism|10|
怨恨|enkon|lit. grudge; enmity|10|
円座|enza|sitting in circle; round mat|10|
円座 する|enza suru|sit in a circle|10|
エンサイクロペヂア|ensaikuropedia|encyclopedia|10|
縁先|ensaki|engawa (veranda) edge; |10|
縁先 に|ensaki ni|at the edge of the engawa|10|
縁定め|ensadame|agreement about marriage|10|
塩酸|ensan|chem. hydrochloric acid|10|
演算|enzan|math. operation|10|
演算子|enzanshi|math., progr. operator|10|
演算子法|enzanshihou|math. operational calculus|10|
演算精度|enzanseido|operational precision|10|
演算手順|enzantejun|math., progr. order of operations|10|
煙死|enshi|death by smoke suffocation|10|
園児|enji|kindergarten child|10|
エンジェル|enjeru|angel|10|
遠日点|enjitsuten|astr. aphelion|10|
エンジニア|enjinia|engineer|10|
エンジニアリング|enjiniaringu|engineering|10|
エンジニアリングプラスチック|enjiniaringupurasuchikku|engineering plastic|10|
エンジン'オイル|enjin'oiru|engine oil|10|
演者|enja|presenter; speaker; performer|10|
縁者|enja|relative; relation|10|
円寂|enjaku|Buddh. nirvana|10|
円借款|enshakkan|[international]  yen loan (credit)|10|
円周|enshuu|geom. circumference  [of a circle]|10|
演習|enshuu|practice; exercise; drill; seminar; milit. war games; manoeuvers|10|
演習 お する|enshuu o suru|practice; do exercises|10|
演習問題|enshuumondai|practice problem|10|
円周率|enshuuritsu|math. ratio of the circumference of a circle to its diameter; the number of pi|10|
円熟|enjuku|maturity; mellowness; ripeness; fig. perfection; |10|
円熟 する|enjuku suru|mature; mellow; ripen; |10|
円熟 した|enjuku shita|mature; ripe; mellowed; fully developed|10|
演出|enshutsu|direction (of a play; movie; radio program etc.); arrangement; organization (of an event); |10|
演出 する|enshutsu suru|direct; stage; produce; arrange; organize|10|
炎暑|ensho|lit. scorching heat  [of summer]|10|
艶書|ensho|lit. love letter; billet  doux|10|
エンジョイ する|enjoi suru|enjoy|10|
延焼|enshou|spread of a fire; |10|
延焼 する|enshou suru|spread (as of a fire); catch fire|10|
炎症|enshou|med. inflammation; |10|
炎症 の|enshou no|inflammatory|10|
艶笑|enshou|charming smile; amorous fun; |10|
艶笑 な|enshou na|amorous  [and funny]|10|
炎上|enjou|fire outbreak; |10|
炎上 する|enjou suru|catch fire; go up in flames|10|
炎症病巣|enshoubyousou|med. focus of inflammation|10|
炎色|enshoku|flame color|10|
炎色反応|enshokuhannou|chem. flame test|10|
演じる|enjiru|perform; play (on stage; etc.); act; enact|10|
円心|enshin|centre of a circle|10|
延伸|enshin|elongation; extension; |10|
延伸 する|enshin suru|elongate; extend; stretch; draw out|10|
遠心|enshin|in compounds  centrifugal|10|
円陣|enjin|circle (of people); forming a circle|10|
猿人|enjin|anthrop. ape men (australopithecines; paranthrops etc.)|10|
遠心機|enshinki|centrifuge|10|
エンジンキイ|enjinkii|auto  ignition key (literally  )|10|
エンジンシリンダア|enjinshirindaa|engine cylinder|10|
エンジンスタアタア|enjinsutaataa|engine starter|10|
エンジンチュウン'アップ|enjinchuun'appu|engine tune  up|10|
エンジmブレエキ|enjinbureeki|engine brake|10|
遠心分離|enshinbunri|centrifugation; |10|
遠心分離 する|enshinbunri suru|centrifuge|10|
遠心分離機|enshinbunriki|centrifuge; centrifugal separator|10|
エンジッマウント|enjinmaunto|engine mount|10|
エンジッマウントフレエム|enjinmauntofureemu|engine mounting frame|10|
遠心力|enshinryoku|centrifugal force|10|
エンジンルウム|enjinruumu|engine room|10|
延髄|enzui|anat. medulla oblongata|10|
エンスウジアスト|ensuujiasuto|enthusiast|10|
エンスト|ensuto|abbrev. stalling of an engine; engine failure; |10|
エンスト する|ensuto suru|stall|10|
延性|ensei|phys. ductility; malleability; |10|
延性 の|ensei no|ductile; malleable|10|
怨声|ensei|lit. complaint; murmur|10|
遠征|ensei|[research  or  military]  expedition; campaign; invasion; tour; road trip; sports  away match; |10|
遠征 する|ensei suru|go on an expedition; make a tour; visit|10|
遠征 の|ensei no|away; visiting|10|
鉛製 の|ensei no|leaden; made of lead|10|
宴席|enseki|banquet hall; one's seat in a dining hall|10|
遠戚|enseki|lit. distant relative|10|
遠赤外 の|ensekigai no|phys. far  infrared|10|
遠赤外線|ensekigaisen|phys. far  infrared rays|10|
演説|enzetsu|speech; address; |10|
演説 する|enzetsu suru|make a speech; deliver an address|10|
エンゼル|enzeru|angel|10|
エンゼルフィシュ|enzerufishu|angelfish; = Pterophyllum|10|
沿線 の|ensen no|along a railroad line|10|
宛然|enzen|just like; just as; as if|10|
艶然 と|enzen to|lit. with a charming smile|10|
遠祖|enso|lit. remote ancestors; forefathers|10|
塩素|enso|chem. chlorine; = Cl|10|
塩蔵|enzou|salting; |10|
塩蔵 する|enzou suru|salt; preserve in salt; |10|
塩蔵 した|enzou shita|salted|10|
演奏会|ensoukai|[musical]  concert|10|
演奏曲目|ensoukyokumoku|musical program|10|
演奏者|ensousha|music  player; performer|10|
塩蔵食品|enzoushokuhin|salted food|10|
演奏練習|ensourenshuu|[musical]  rehearsal; |10|
演奏練習 する|ensourenshuu suru|rehearse|10|
遠足|ensoku|long walk; hiking; outing; excursion|10|
塩素酸|ensosan|chem. chloric acid|10|
塩素酸塩|ensosan'en|chem. chlorate|10|
塩素消毒|ensoshoudoku|chlorination; chlorine disinfection|10|
エンタア する|entaa suru|enter|10|
エンタアテイナア|entaateinaa|entertainer|10|
エンタアテイッメント|entaateinmento|entertainment|10|
エンタアプライズ|entaapuraizu|enterprise|10|
延滞|entai|delay (in payment), arrears; arrearage; |10|
延滞 する|entai suru|get in arrears; be late (with a payment)|10|
煙台|entai|>> Yantai (city in Shandong province; China) r30341_|10|
演題|endai|subject of a speech (address; lecture)|10|
縁台|endai|outdoor bench|10|
遠大 な|endai na|far  reaching; grand; great; ambitious|10|
エンダイブ|endaibu|bot. endive; = Cichorium endivia|10|
円高|endaka|strong yen  [rate]; rise of yen|10|
円卓|entaku|round table|10|
円卓会議|entakukaigi|roundtable conference; round table|10|
エンタシス|entashisu|archit. entasis|10|
円建て|endate|yen base; [quotation]  in yen|10|
鉛丹|entan|red lead; minium|10|
円弾|endan|round shot; cannonball|10|
演壇|endan|rostrum; speaker's platform|10|
縁談|endan|marriage proposal|10|
遠地|enchi|distant place; remote point|10|
エンチチ|entiti|entity|10|
遠地点|enchiten|astr. apogee|10|
延着|enchaku|delayed arrival; |10|
延着 する|enchaku suru|arrive late; be delayed|10|
円柱|enchuu|[round]  column  466616_; geom.[circular]  cylinder|10|
鉛中毒|enchuudoku|lead poisoning|10|
円頂|enchou|round top (of a mound); fig. shaven head (of a Buddhist priest)|10|
園長|enchou|director (of a kindergarten; zoo; botanical garden etc.)|10|
鉛直 の|enchoku no|vertical; upright; perpendicular|10|
鉛直線|enchokusen|vertical (plumb) line|10|
遠沈|enchin|centrifugation; |10|
遠沈 する|enchin suru|centrifuge|10|
エンヂング|endingu|ending|10|
園丁|entei|gardener|10|
園亭|entei|bower; garden arbor|10|
宛転|enten|mellifluous; smooth (sound); shapely (eyebrows)|10|
炎天|enten|scorching sun; blazing heat|10|
塩田|enden|salt field (farm), saltern; salina    128510_|10|
炎天下 に (で)|entenka ni (de)|under the blazing sun|10|
円転滑脱 な|entenkatsudatsu na|lit. suave; tactful; smooth; flexible; adaptable|10|
エンド|endo|end|10|
円筒|entou|geom. cylinder|10|
沿道|endou|roadside; |10|
沿道 に|endou ni|along the road|10|
円筒形|entoukei|cylindrical shape; |10|
円筒形 の|entoukei no|cylindrical|10|
縁遠い|endooi|not closely related to  smth.; having little prospect of finding a marriage partner|10|
エンドカアラア|endokaaraa|end curler|10|
煙毒|endoku|toxic substances in smoke|10|
鉛毒|endoku|toxic lead|10|
エンドユウザ|endoyuuza|comp. end user|10|
エンドライン|endorain|sports  end line|10|
エントランス|entoransu|entrance|10|
エントリイ|entorii|entry|10|
エンドルフィン|endorufin|physiol. endorphin|10|
エンドレス な|endoresu na|endless|10|
エンドレステエプ|endoresuteepu|endless tape|10|
エントロピイ|entoropii|phys. entropy|10|
円内 に|ennai ni|within a circle|10|
縁日|ennichi|Shinto; Buddh. fete day (of a deity), temple festival; shrine fair|10|
炎熱|ennetsu|extreme heat; broiling weather; sultriness; |10|
炎熱 の|ennetsu no|sultry; sweltering; torrid|10|
延年|ennen|prolongation of life; longevity|10|
延年舞|ennenmai|hist.  (theatrical ritual popular in the 12-16 th centuries)|10|
延納|ennou|deferred payment; |10|
延納 する|ennou suru|defer payment; pay late|10|
塩濃度|ennoudo|salt concentration|10|
縁の下|ennoshita|space under the floor (engawa)|10|
縁の下の力持ち|ennoshitanochikaramochi|idiom  thankless job; person whose efforts are unappreciated (literally  )|10|
エmパイア|enpaia|empire|10|
エmパイアステエトビル|enpaiasuteetobiru|Empire State Building|10|
エmパイアデエ|enpaiadee|Empire Day|10|
エmバシイ|enbashii|embassy|10|
エmパシイ|enpashii|empathy|10|
円板|enban|disc; geom. disk|10|
円盤|enban|disk; sports  discus|10|
鉛板|enban|lead plate|10|
鉛版|enban|typogr. stereotype|10|
円盤状 の|enbanjou no|disk  shaped|10|
エンハンスメント|enhansumento|enhancement|10|
円盤投げ|enbannage|sports  discus throw|10|
艶美|enbi|lit. beauty; charm; |10|
艶美 な|enbi na|beautiful; charming; fascinating|10|
鉛筆削り|enpitsukezuri|pencil sharpener|10|
円舞|enbu|round dance; dancing in a circle; circlewise dance (waltz; polka etc.)|10|
演武|enbu|lit. martial exercises|10|
エンファサイズ する|enfasaizu suru|emphasize|10|
エンファシス|enfashisu|emphasis|10|
円舞曲|enbukyoku|music  waltz|10|
演舞場|enbujou|theatre; playhouse|10|
エmプチイ な|enputii na|empty|10|
エmプラ|enpura|abbrev.; engineering plastic; enterprise|10|
エmプレス|enpuresu|empress|10|
エmブレム|enburemu|emblem|10|
エmブロイダリイ|enburoidarii|embroidery|10|
塩分|enbun|salt  [content], salinity|10|
円墳|enpun|archeol. round burial mound|10|
援兵|enpei|milit. reinforcements; relief; relieving force|10|
エmペラア|enperaa|emperor|10|
エmベロウプ|enberoupu|envelope|10|
縁辺|enpen|margin; edge; border; relations; relatives; kin|10|
遠望|enbou|distant view; perspective; |10|
遠望 する|enbou suru|view from a distance|10|
遠謀|enbou|lit. foresight; forethought; planning ahead; |10|
遠謀 ある|enbou aru|farsighted|10|
遠方|enpou|distant place; long way; |10|
遠方 の|enpou no|distant; remote; far  off; |10|
遠方 に|enpou ni|far away; at a distance; |10|
遠方 から|enpou kara|from far away|10|
エmボス する|enbosu suru|emboss|10|
円本|enpon|obs. one  yen book|10|
煙幕|enmaku|smoke screen|10|
円満|enman|perfection; completeness; integrity; harmony; peace; satisfaction; |10|
円満 な|enman na|perfect; complete; integral; harmonious; peaceful; amicable; affable; bland; suave; well  rounded|10|
煙霧|enmu|mist; fog; haze; smoke and fog; smog|10|
縁結び|enmusubi|marriage bonds (ties; knot); writing  smb. 's  name on a piece of paper and tying it to a shrine fence as a prayer to marry that person|10|
延命|enmei|lit. prolongation of life; |10|
延命 させる|enmei saseru|prolong  smb. 's  life|10|
演目|enmoku|program (of a concert; show etc.)|10|
円安|en'yasu|weak yen  [rate]; fall of yen|10|
宴遊|en'yuu|drinking feast; merry banquet|10|
園遊会|en'yuukai|garden party|10|
援用|en'you|lit. quotation; citation  [of supporting references]; leg. claim; |10|
援用 する|en'you suru|quote; adduce; claim; invoke|10|
遠洋|en'you|open sea; deep sea; in compounds  pelagic; oceanic|10|
遠洋漁業|en'yougyogyou|deep  sea fishery|10|
エンラアジメント|enraajimento|enlargement|10|
遠来 の|enrai no|lit. from afar (as of a visitor)|10|
遠雷|enrai|distant thunder|10|
エンリッチ する|enritchi suru|enrich|10|
